"video_shortname","Function_name",execution_count,exec_time_avg
"9.633321e+09","calc_RAPIQUE_features/deep_learning",8,6.835938e-02
"9.633321e+09","calc_RAPIQUE_features/temporal NSS",8,4.531250e-01
"9.633321e+09","clipValue",24,6.510417e-04
"9.633321e+09","convertRGBToHSI",0,NaN
"9.633321e+09","convertRGBToLAB",16,5.273438e-02
"9.633321e+09","convertRGBToLMS",0,NaN
"9.633321e+09","convertRGBToYuv",0,NaN
"9.633321e+09","convertYuvToRgb",24,2.604167e-03
"9.633321e+09","gauDerivative",80,0
"9.633321e+09","loadFileYuv",0,NaN
"9.633321e+09","progressbar",1,0
"9.633321e+09","rapique_basic_extractor",432,1.446759e-02
"9.633321e+09","RAPIQUE_spatial_features",16,4.140625e-01
"9.633321e+09","saveFileYuv",0,NaN
"1.000800e+10","calc_RAPIQUE_features",1,1.089062e+01
"1.000800e+10","calc_RAPIQUE_features/deep_learning",8,7.031250e-02
"1.000800e+10","calc_RAPIQUE_features/temporal NSS",8,4.335938e-01
"1.000800e+10","clipValue",24,1.302083e-03
"1.000800e+10","convertRGBToHSI",0,NaN
"1.000800e+10","convertRGBToLAB",16,4.687500e-02
"1.000800e+10","convertRGBToLMS",0,NaN
"1.000800e+10","convertRGBToYuv",0,NaN
"1.000800e+10","convertYuvToRgb",24,6.510417e-03
"1.000800e+10","gauDerivative",80,0
"1.000800e+10","loadFileYuv",0,NaN
"1.000800e+10","progressbar",1,0
"1.000800e+10","rapique_basic_extractor",432,1.410590e-02
"1.000800e+10","RAPIQUE_spatial_features",16,3.906250e-01
"1.000800e+10","saveFileYuv",0,NaN
"7.177697e+09","calc_RAPIQUE_features",1,1.104688e+01
"7.177697e+09","calc_RAPIQUE_features/deep_learning",8,7.812500e-02
"7.177697e+09","calc_RAPIQUE_features/temporal NSS",8,4.648438e-01
"7.177697e+09","clipValue",24,6.510417e-04
"7.177697e+09","convertRGBToHSI",0,NaN
"7.177697e+09","convertRGBToLAB",16,4.687500e-02
"7.177697e+09","convertRGBToLMS",0,NaN
"7.177697e+09","convertRGBToYuv",0,NaN
"7.177697e+09","convertYuvToRgb",24,7.161458e-03
"7.177697e+09","gauDerivative",80,0
"7.177697e+09","loadFileYuv",0,NaN
"7.177697e+09","progressbar",1,0
"7.177697e+09","rapique_basic_extractor",432,1.428675e-02
"7.177697e+09","RAPIQUE_spatial_features",16,3.906250e-01
"7.177697e+09","saveFileYuv",0,NaN
"5.477809e+09","calc_RAPIQUE_features",1,1.012500e+01
"5.477809e+09","calc_RAPIQUE_features/deep_learning",8,7.421875e-02
"5.477809e+09","calc_RAPIQUE_features/temporal NSS",8,3.964844e-01
"5.477809e+09","clipValue",24,1.953125e-03
"5.477809e+09","convertRGBToHSI",0,NaN
"5.477809e+09","convertRGBToLAB",16,5.175781e-02
"5.477809e+09","convertRGBToLMS",0,NaN
"5.477809e+09","convertRGBToYuv",0,NaN
