"video_shortname","Function_name",execution_count,exec_time_avg
"Animation_360P-4b4c","gauDerivative",200,1.562500e-04
"Animation_360P-4b4c","loadFileYuv",0,NaN
"Animation_360P-4b4c","progressbar",1,0
"Animation_360P-4b4c","rapique_basic_extractor",1080,2.067419e-02
"Animation_360P-4b4c","RAPIQUE_spatial_features",40,7.750000e-01
"Animation_360P-4b4c","saveFileYuv",0,NaN
"Animation_360P-4edc","calc_RAPIQUE_features",1,5.779688e+01
"Animation_360P-4edc","calc_RAPIQUE_features/deep_learning",20,3.437500e-01
"Animation_360P-4edc","calc_RAPIQUE_features/temporal NSS",20,7.546875e-01
"Animation_360P-4edc","clipValue",60,7.031250e-03
"Animation_360P-4edc","convertRGBToHSI",0,NaN
"Animation_360P-4edc","convertRGBToLAB",40,1.718750e-01
"Animation_360P-4edc","convertRGBToLMS",0,NaN
"Animation_360P-4edc","convertRGBToYuv",0,NaN
"Animation_360P-4edc","convertYuvToRgb",60,2.213542e-02
"Animation_360P-4edc","gauDerivative",200,0
"Animation_360P-4edc","loadFileYuv",0,NaN
"Animation_360P-4edc","progressbar",1,0
"Animation_360P-4edc","rapique_basic_extractor",1080,2.355324e-02
"Animation_360P-4edc","RAPIQUE_spatial_features",40,8.355469e-01
"Animation_360P-4edc","saveFileYuv",0,NaN
"Animation_360P-5712","calc_RAPIQUE_features",1,5.675000e+01
"Animation_360P-5712","calc_RAPIQUE_features/deep_learning",20,3.421875e-01
"Animation_360P-5712","calc_RAPIQUE_features/temporal NSS",20,7.343750e-01
"Animation_360P-5712","clipValue",60,6.250000e-03
"Animation_360P-5712","convertRGBToHSI",0,NaN
"Animation_360P-5712","convertRGBToLAB",40,1.687500e-01
"Animation_360P-5712","convertRGBToLMS",0,NaN
"Animation_360P-5712","convertRGBToYuv",0,NaN
"Animation_360P-5712","convertYuvToRgb",60,1.979167e-02
"Animation_360P-5712","gauDerivative",200,1.562500e-04
"Animation_360P-5712","loadFileYuv",0,NaN
"Animation_360P-5712","progressbar",1,1.562500e-02
"Animation_360P-5712","rapique_basic_extractor",1080,2.426215e-02
"Animation_360P-5712","RAPIQUE_spatial_features",40,8.226562e-01
"Animation_360P-5712","saveFileYuv",0,NaN
"Animation_360P-5de0","calc_RAPIQUE_features",1,5.610938e+01
"Animation_360P-5de0","calc_RAPIQUE_features/deep_learning",20,3.507812e-01
"Animation_360P-5de0","calc_RAPIQUE_features/temporal NSS",20,7.296875e-01
"Animation_360P-5de0","clipValue",60,6.250000e-03
"Animation_360P-5de0","convertRGBToHSI",0,NaN
"Animation_360P-5de0","convertRGBToLAB",40,1.648438e-01
"Animation_360P-5de0","convertRGBToLMS",0,NaN
"Animation_360P-5de0","convertRGBToYuv",0,NaN
"Animation_360P-5de0","convertYuvToRgb",60,1.875000e-02
"Animation_360P-5de0","gauDerivative",200,1.562500e-04
"Animation_360P-5de0","loadFileYuv",0,NaN
"Animation_360P-5de0","progressbar",1,0
"Animation_360P-5de0","rapique_basic_extractor",1080,2.306134e-02
"Animation_360P-5de0","RAPIQUE_spatial_features",40,8.082031e-01
"Animation_360P-5de0","saveFileYuv",0,NaN
"Animation_360P-631c","calc_RAPIQUE_features",1,5.651562e+01
"Animation_360P-631c","calc_RAPIQUE_features/deep_learning",20,3.632812e-01
"Animation_360P-631c","calc_RAPIQUE_features/temporal NSS",20,7.085938e-01
